epoch,accuracy,loss,val_accuracy,val_loss
0,6.720877718180418e-05,15.709623336791992,0.001662616734392941,13.144529342651367
1,0.005256639793515205,12.48615837097168,0.026058319956064224,10.98665714263916
2,0.029493559151887894,10.702866554260254,0.07334697246551514,9.421905517578125
